hash,author,date,category,summary,weekday
422e05e28dbae9fdcbca855e6727738f57cfccfe,David Lord,2024-06-01 15:16:45+00:00,others,Bump the python-requirements group in /requirements with 3 updates (#5492),5
f567ab90681235f38bdeaeda004d89e85b8627d9,dependabot[bot],2024-06-01 15:12:17+00:00,others,Bump the python-requirements group in /requirements with 3 updates,5
6d126e1013dd9966dc510612a4b97f8f15fca2c4,David Lord,2024-05-25 18:32:15+00:00,feature,Added python type annotation and return type. (#5485),5
c7da8c2aa3a923fc620ad480a8831a8a0f21ab37,Heisenberg,2024-05-19 20:34:00+00:00,feature,Added python type annotation and return type.,6
bb16048ad74dfd07364226d02ab656f5a5cf6730,David Lord,2024-05-25 18:27:37+00:00,others,Edited variable names in quickstart guide (#5487),5
767ad19b10c64af1fa328383713ea97e23cc0080,Jake Tanis,2024-05-21 23:08:57+00:00,others,Edited variable names in the rendering templates section of the quickstart guide.,1
a2f495b9ff26c84e0ac35dcd957718e2d3f53afe,David Lord,2024-05-25 17:27:04+00:00,docs,`SESSION_COOKIE_DOMAIN` caveat documentation (#5464),5
4a1766c252bac0de1368cc4eaefba1299f77d546,Éloi Rivard,2024-04-15 16:28:25+00:00,docs,document caveats on SESSION_COOKIE_DOMAIN,0
255c8d66af6daff3eaa063ea0819e185d4d1e214,David Lord,2024-05-11 15:40:26+00:00,others,Merge branch '3.0.x',5
bea5876e46144080a06170222396b953a361af48,David Lord,2024-05-11 15:39:30+00:00,others,test with python 3.13 (#5481),5
9101439d7b7e21d5cf8a4a2a3dc92b9980539c6b,David Lord,2024-05-11 15:37:47+00:00,others,test with python 3.13,5
67ed36910ddb974a3e98939c55ba0fde1636e426,David Lord,2024-05-06 22:28:44+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5477),0
4e894892bc0230c46e998b6ea82b5b07b9943a39,pre-commit-ci[bot],2024-05-06 22:05:35+00:00,others,[pre-commit.ci] pre-commit autoupdate,0
d64ecfb244d38b5f31d6dd8f6a9f55731038c093,David Lord,2024-05-06 17:24:44+00:00,others,Bump the python-requirements group across 1 directory with 6 updates (#5476),0
860a25c390eba8e6c089a818b02800dd9d789864,David Lord,2024-05-06 17:23:10+00:00,bugfix,fix mypy finding,0
273123f6b8fc0d871553f707e515816777c60e24,dependabot[bot],2024-05-06 17:19:27+00:00,others,Bump the python-requirements group across 1 directory with 6 updates,0
fc605b575bc454bb89f7f878692970f3bd4b1011,David Lord,2024-05-06 17:17:48+00:00,others,Bump the github-actions group with 2 updates (#5473),0
a936b0c610ba86f542eb3855de2be674a7b9310b,dependabot[bot],2024-05-06 17:16:26+00:00,others,Bump the github-actions group with 2 updates,0
4f42c642036e6fdd915dd492b263c3b887cdb2d9,David Lord,2024-05-06 17:13:35+00:00,others,Merge branch '3.0.x',0
eb1182a10e757b5e76009c69fdf3a88a5afc6840,David Lord,2024-05-06 17:12:32+00:00,bugfix,fix mypy finding,0
a363642a32880114c7944b1017f2f69bd4cc00eb,David Lord,2024-05-06 17:09:58+00:00,bugfix,fix mypy finding with new werkzeug endpoint type,0
57add386c9d3aa5717bb25ed3e216a9538f086fd,David Lord,2024-05-02 12:10:51+00:00,docs,examples/javascript: Update Documentation URL in pyproject.toml (#5475),3
823e279e0dd40d8818a8d58c12a7df22caae1c04,JamesMRamm,2024-05-02 07:57:34+00:00,others,Update pyproject.toml,3
11c15ddfeb6edcb0978d3407ed972ae441013177,David Lord,2024-04-23 23:54:09+00:00,others,Bump the python-requirements group in /requirements with 3 updates (#5468),1
224c639bf9f37b99bc66a879fbbc516f59857967,dependabot[bot],2024-04-23 23:52:58+00:00,others,Bump the python-requirements group in /requirements with 3 updates,1
f48802acbb2d9f29ed3e1bcc5206bd00176cc1e3,David Lord,2024-04-23 23:52:13+00:00,others,Bump the github-actions group across 1 directory with 4 updates (#5470),1
b7278186c4e16c58a4dbd439eedf716146c19f53,dependabot[bot],2024-04-23 23:50:43+00:00,others,Bump the github-actions group across 1 directory with 4 updates,1
ccf125bf30102beedafb3ecef72376bfb6c90a4d,David Lord,2024-04-23 23:49:42+00:00,bugfix,fix mypy findings,1
db0fe9436e9da7f7bd14683542bbf33ba3c6d5e4,David Lord,2024-04-23 23:31:03+00:00,others,unignore upload/download-artifact,1
2c7f57ad5bd19743312eb34ea5fb838a1349474e,David Lord,2024-04-08 22:29:31+00:00,others,Merge branch '3.0.x',0
f958b6500b2aeb8edc578a07f00546becdad4c80,David Lord,2024-04-08 22:28:57+00:00,docs,build docs from scratch each test,0
346d1abaff0270104ffa3a0e8bee7de279a1cee7,David Lord,2024-04-08 22:28:28+00:00,others,remove install and contribute sections,0
19610a9e46e0989054ecd0f6be2fcb981013d8eb,David Lord,2024-04-07 19:29:49+00:00,others,start version 3.1.0,6
aee16df63bbd7f6a7479fcd01b509f5ebaca3a0d,David Lord,2024-04-07 19:28:51+00:00,others,Merge branch '3.0.x',6
61182249cb3ec5c69a2b91928829f33ccca6c7bc,David Lord,2024-04-07 19:27:04+00:00,others,release version 3.0.3 (#5461),6
c12a5d874c5a014495eb2db8a73f40037bc813ac,David Lord,2024-04-07 19:17:41+00:00,others,release version 3.0.3,6
5e22cc9eec0d1da2da706ccf724fde702b30d5f2,David Lord,2024-04-07 19:16:22+00:00,others,Don't set the cli attribute in the sansio scaffold (#5270),6
5fdce4c331ac530280cc941179d364a07f4a1088,pgjones,2023-10-01 15:37:05+00:00,others,Don't set the cli attribute in the sansio scaffold,6
adb7dd99c295a28726c8d818fba54c7b3f958ecc,David Lord,2024-04-07 19:03:19+00:00,others,don't access app.logger when configuring app.logger,6
b73939095564ec5c088c53e7595b00d174a018f5,David Lord,2024-04-07 18:42:24+00:00,feature,support FIPS builds without SHA-1 (#5460),6
db461112c70d5f2bf93c7a6ac27eeb665c232dd0,David Lord,2024-04-07 18:30:30+00:00,others,access sha1 lazily,6
7320e311a0a3f190351173f8be90cab31dadbf73,David Lord,2024-04-07 18:22:02+00:00,others,start version 3.0.3,6
a85575601758b3fd8d1379aa2e16bf1c24ab06f3,David Lord,2024-04-07 18:11:26+00:00,others,Bump the github-actions group with 3 updates (#5459),6
be508c618411d72281672980abb19b2150581943,dependabot[bot],2024-04-07 18:04:59+00:00,others,Bump the github-actions group with 3 updates,6
6ab71ed7cf92a2dea7c18ddc9c2b4f3e685ea1fb,David Lord,2024-04-07 18:03:46+00:00,others,Merge branch '3.0.x',6
87d5f5b9a9697434e6d972b021201105eabb54e6,David Lord,2024-04-07 17:24:40+00:00,others,update project files (#5457),6
98a7f9fcf09fce5d32bf25e7f917c1c3026719d1,David Lord,2024-04-06 23:17:13+00:00,others,Use per-release URLs in GH env UI when publishing to the PyPI (#5423),5
0e59442f6cce9442c1dcaf8515df7182312fa6cd,Sviatoslav Sydorenko (Святослав Сидоренко),2024-02-27 00:24:27+00:00,others,Use per-release URLs in GH env UI when publishing to the PyPI,1
b90a4f1f4a370e92054b9cc9db0efcb864f87ebe,David Lord,2024-02-12 20:50:45+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5404),0
ad36383951c130f16e02b5f61b1161da99bc1ca4,pre-commit-ci[bot],2024-02-05 20:28:43+00:00,others,[pre-commit.ci] pre-commit autoupdate,0
6b422a05f37641ca0b84422f2436e9d4bd144376,David Lord,2024-02-03 21:13:41+00:00,others,Merge branch '3.0.x',5
d5e321b792cd6f3cd7b072d175f47eacbd5ee14f,David Lord,2024-02-03 21:12:15+00:00,others,release version 3.0.2 (#5403),5
d2030595dcdc8ca5701504f00255360fb12a3a2b,David Lord,2024-02-03 20:54:41+00:00,others,release version 3.0.2,5
d7209a957004d4758f32fd8b2f89da11f5fe5718,David Lord,2024-02-03 20:39:33+00:00,bugfix,fix super call in list comprehension (#5393),5
1af8f95785b85d0937153ee63d504c0b51934d80,Tony Huang,2024-01-26 02:08:55+00:00,bugfix,fix super call in list comprehension,4
3435d2ff1589eb0c1a85cc294a20985910a1a606,David Lord,2024-02-03 20:18:40+00:00,bugfix,Fix jinja_loader typehint (#5389),5
ecc057dd4857e655f0844b781899a917852042a4,Cody Scott,2024-01-23 16:28:51+00:00,bugfix,fix jinja_loader annotation,1
3207af8827d4162ef5841249c46fbb9da043c551,David Lord,2024-02-03 17:41:38+00:00,others,start version 3.0.2,5
94e80b3da9048372ed857f6175a4d5fd1ca8913b,David Lord,2024-02-03 15:40:27+00:00,others,Bump the python-requirements group in /requirements with 6 updates (#5401),5
f32dddc71c8538d7d9cf51bf82716b3dfadbc9ec,David Lord,2024-02-03 15:35:16+00:00,others,Bump the github-actions group with 2 updates (#5400),5
484a7cc9a7ba2540ab2af5141196f5ab5809df33,dependabot[bot],2024-02-01 15:41:57+00:00,others,Bump the python-requirements group in /requirements with 6 updates,3
a4bada52d0c5442011665eb1ad4bdb61c06d28fe,dependabot[bot],2024-02-01 15:31:35+00:00,others,Bump the github-actions group with 2 updates,3
4df377cfbfc1d15e962a61c18920b22aebc9aa41,David Lord,2024-01-18 20:20:56+00:00,others,Merge branch '3.0.x',3
233be7a0fa8b2a77189ae9a2fc47c579245a2f3d,David Lord,2024-01-18 20:03:25+00:00,others,release version 3.0.1 (#5386),3
f622b1cadea2bed4ea4cc476695e9c181ec5da11,David Lord,2024-01-18 17:19:14+00:00,others,release version 3.0.1,3
5fcc999b7df0f5cc71cfd9b74ea494b96486f84f,David Lord,2024-01-18 19:57:22+00:00,bugfix,fix create release action,3
da3a0ddfe2de5be718a2d7cb3021f350bf04c402,David Lord,2024-01-18 19:53:19+00:00,bugfix,fix slsa generator version,3
5e059be1b327f2f2f64115d2897c5864eff69b7d,David Lord,2024-01-18 19:41:38+00:00,others,update actions versions,3
bae6ee888f647f15fabb91d21bf28314737be1c6,David Lord,2024-01-18 17:16:53+00:00,feature,address mypy strict findings (#5383),3
81b3c85f51834a06bc8fbecf350bc20d756d8026,David Lord,2024-01-18 17:15:01+00:00,others,update requirements,3
08d3185e87cfeccc4bf4d26ee5c4c0dfd4ec8564,David Lord,2024-01-16 18:12:10+00:00,others,update pre-commit hooks,1
6000e80acf931b05b4911c3fa7f3ba33e2b80e64,David Lord,2023-12-14 16:58:13+00:00,feature,address mypy strict findings,3
7b5e176d1ab23e183d0403573358299ed6562dce,David Lord,2024-01-15 15:52:57+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5377),0
5a48a0fe6b02f62f9a0d90257c6a14d280bc9d23,David Lord,2024-01-15 15:52:35+00:00,others,untag without `object_hook` (#5382),0
700fc7d928b7a625b04e6865b3eb282043e90f7d,David Lord,2024-01-15 15:47:13+00:00,others,untag without object_hook,0
8fdab74cc80c39f45aa65da5dd029c8d262756c3,pre-commit-ci[bot],2024-01-01 20:24:30+00:00,bugfix,[pre-commit.ci] auto fixes from pre-commit.com hooks,0
24ec38d6a0686f1a147420ebf4b31f5243e1cb42,pre-commit-ci[bot],2024-01-01 20:24:10+00:00,others,[pre-commit.ci] pre-commit autoupdate,0
c2f65dd1cfff0672b902fd5b30815f0b4137214c,David Lord,2024-01-01 15:21:54+00:00,others,Bump the python-requirements group in /requirements with 3 updates (#5374),0
63ff4185f9d1306c3bd54489f1adb88e7b48e588,dependabot[bot],2024-01-01 15:11:19+00:00,others,Bump the python-requirements group in /requirements with 3 updates,0
708d62d7172a30c5b0ace1d212c5a3bc2b53b98c,David Lord,2023-12-14 00:28:13+00:00,others,Merge branch '3.0.x',3
c275573147b426fbe1a37c6bce143f7895b603b2,David Lord,2023-12-14 00:27:37+00:00,others,run typing tests,3
12a1c4940d3fe2fc68a7ca68df48c3f04941c53c,David Lord,2023-12-13 23:13:41+00:00,others,Merge branch '3.0.x',2
77f6c72cf930ae2e3c5d4dd63e7cbc4699382916,David Lord,2023-12-13 23:13:22+00:00,feature,Update docs to address redesigned macOS settings app (#5355),2
8a66990c6161b30422359244a052805dc98a5059,Ben Huebscher,2023-12-05 17:58:59+00:00,feature,Update docs to address redesigned macOS settings app,1
05eebe36abe923d065133792f14d4ab6c07336a0,David Lord,2023-12-13 23:06:37+00:00,bugfix,fix missing quote in `--key` error message (#5344),2
1d5abfadd7132c9a78e14e5ba6c07aed47115280,lizard,2023-11-24 22:03:31+00:00,bugfix,Fixing issue 5342: 'The double quote is missing in the string',4
399aa8531c60faee26333bcdae5a70b01bae2d54,David Lord,2023-12-13 23:01:14+00:00,others,Bump the python-requirements group in /requirements with 3 updates (#5351),2
b55ccae72aba110ae08e8ef0a9cfb8649750594a,dependabot[bot],2023-12-01 15:32:16+00:00,others,Bump the python-requirements group in /requirements with 3 updates,4
089f6a1c50ea2b18287106ecd357522bab200510,David Lord,2023-12-04 22:26:30+00:00,others,Bump the github-actions group with 2 updates (#5352),0
b64f848d2c1f8fe9aed3acb10f68f6c8bb1271f1,David Lord,2023-12-04 22:26:15+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5354),0
452b78f24331c9805075cc0572128a91f4345e32,pre-commit-ci[bot],2023-12-04 20:29:39+00:00,others,[pre-commit.ci] pre-commit autoupdate,0
78ced0093ade22a5de43ce3da98a4c2526022fbf,dependabot[bot],2023-12-01 15:47:14+00:00,others,Bump the github-actions group with 2 updates,4
d61198941adcb191ddb591f08d7d912e40bde8bc,David Lord,2023-11-15 21:03:05+00:00,others,Merge branch '3.0.x',2
b97165db75c6f4e99c3307b4a5a1f3b0d9f4de25,David Lord,2023-11-15 20:55:43+00:00,bugfix,type hint fix for flask.send_file (#5336),2
4104f29956b16f3e351462651ec3c6cc5a0dd069,Daniel Isaac,2023-11-13 11:28:47+00:00,bugfix,type hint fix for flask.send_file,0
66743d4f9d865775258c845db339d3fcccd016b5,David Lord,2023-11-15 20:50:46+00:00,others,start version 3.0.1,2
258311d09891c9d72fedee39cde2564cfefdc55d,David Lord,2023-11-15 20:48:42+00:00,others,Merge branch '3.0.x',2
5308db0637dcc4592286ab0e6accbdd0604db494,David Lord,2023-11-15 20:47:41+00:00,others,update pre-commit hooks,2
59fd6aa1049808f2bf2c6b3bd309ddfe9d9f6809,David Lord,2023-11-09 16:46:01+00:00,others,use pip-compile instead of pip-compile-multi,3
560383fe14b29d05e62d1242fd2713a3b7f84c8e,David Lord,2023-11-09 16:45:23+00:00,others,update python version matrix,3
627703656714c7011a5c7b65214cbf6ee07e3c23,David Lord,2023-11-09 16:39:48+00:00,docs,update read the docs env,3
ce27ddeba1d4dec15758bc9d660316a6060bc7f3,David Lord,2023-11-15 20:14:51+00:00,others,Merge branch '3.0.x',2
54e05a282428e9a44dbd414ca70231a83ebd710d,David Lord,2023-11-09 17:20:27+00:00,others,use ruff linter and formatter,3
9a12f34bbee68a14301bc234f50c4a9fea9003fd,David Lord,2023-11-09 21:29:20+00:00,others,use ruff linter and formatter (#5331),3
54ff9b297276a3add08c8faf1557b5e359b3ab99,David Lord,2023-11-09 17:20:27+00:00,others,use ruff linter and formatter,3
6edfd78c9ff1fc349bcf5356097fe9453e3c7551,David Lord,2023-11-09 17:04:52+00:00,others,Bump the github-actions group with 4 updates (#5330),3
4431ada1a2615c30fedf200b28cbb80c38250e7c,dependabot[bot],2023-11-09 17:01:38+00:00,others,Bump the github-actions group with 4 updates,3
24653528ccb2b5ff017dd9b0d4afabfe93e2ea43,David Lord,2023-11-09 17:00:37+00:00,others,use pip-compile and dependabot grouped updates (#5329),3
33d888622676073a5cd9d5f268933de82a0345c0,David Lord,2023-11-09 16:46:13+00:00,others,enable grouped updates for actions and python,3
04920b30765a5884c5b6516c66feea6df0b5282f,David Lord,2023-11-09 16:46:01+00:00,others,use pip-compile instead of pip-compile-multi,3
6ee5dcc0ec93e8c11e5362f1e151d99168d6d2e6,David Lord,2023-11-09 16:45:23+00:00,others,update python version matrix,3
c4bfd367e2f1f26838de46d0cfa2d512985f42a3,David Lord,2023-11-09 16:40:39+00:00,others,update description,3
29f1bd22d75cab1b0433339425fabd21b8229228,David Lord,2023-11-09 16:39:48+00:00,docs,update read the docs env,3
8d9519df093864ff90ca446d4af2dc8facd3c542,David Lord,2023-10-28 15:42:53+00:00,others,Update link to hypercorn (#5313),5
7af0271f4703a71beef8e26d1f5f6f8da04100e6,Resistor-git,2023-10-28 08:04:03+00:00,others,Initial commit,5
be6ec06894b55b1b5a360ce3f8178c7963332ccd,Resistor-git,2023-10-28 07:38:33+00:00,bugfix,Fix link to Hypercorn in docs/deploying/asgi.rst - they moved from gitlab from github.,5
beedaa4eff3919f250fad49a5092cf07c4d638e1,David Lord,2023-10-20 16:50:00+00:00,bugfix,docs/testing.rst: fix follow_redirects sample code (#5303),4
bb9937593de3917d17c2da1fc55489f10bb3c8b2,Arnout Engelen,2023-10-20 15:17:24+00:00,bugfix,docs/testing.rst: fix follow_redirects sample code,4
541bc8dfc2263cfa1ab2f209ce6132e1835cac9b,Iztok Fister Jr,2023-10-07 00:36:39+00:00,others,examples/javascript: replace obsolete link (#5287),5
3652ecd9e0a3aa6595a559e2a231b11ead8a156c,Akinola Abiodun Emmanuel,2023-10-06 23:37:42+00:00,others,Update index.rst (#5291),4
14232513fd618be02e0ab4b223f3105fcdde3cfe,pgjones,2023-09-16 15:01:21+00:00,others,Release version 3.0.0,5
3252f2bc546759a94f7a4c4938ef561d7bb6a6ec,pgjones,2023-09-30 14:08:50+00:00,others,Bump Werkzeug 3.0.0,5
438edcdf01c392619449a6bdbb18f6cf72ef7bb9,pgjones,2023-09-24 15:16:55+00:00,others,Allow self as an argument to url_for,6
b7c1290528f907c9f41afcdfd33a2227c73e26d3,nick2202,2023-09-22 08:13:43+00:00,bugfix,Fix wrong spelling of JS method .innerHTML,4
8037487165a196015a646de25cbce6d0351c8fc4,David Lord,2023-09-05 21:02:38+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.8 to 1.8.10 (#5248),1
e8076d911490870a27122e4b34230090e6d1fc10,David Lord,2023-09-05 21:02:28+00:00,others,Bump slsa-framework/slsa-github-generator from 1.7.0 to 1.9.0 (#5247),1
ecc4a38b7cf95bcf8dfd9e4e6f77492977e255d3,David Lord,2023-09-05 21:01:15+00:00,others,Bump actions/checkout from 3.5.3 to 3.6.0 (#5246),1
24c6508d39ad7fabd4c017b9a47d12539ea6b708,dependabot[bot],2023-09-01 16:30:35+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.8 to 1.8.10,4
98cef9fcca23677f436b2d6d7297d14bb93b59fc,dependabot[bot],2023-09-01 16:30:31+00:00,others,Bump slsa-framework/slsa-github-generator from 1.7.0 to 1.9.0,4
0c97a411b430f96694e9980515b5e253ad999327,dependabot[bot],2023-09-01 16:30:27+00:00,others,Bump actions/checkout from 3.5.3 to 3.6.0,4
faef9a0fcef307f1a1c380a477b392fa4371d83d,David Lord,2023-08-29 13:09:59+00:00,others,deprecate `__version__` attribute (#5242),1
293041a290178dc1d526075372960c3ca589d366,David Lord,2023-08-29 13:03:11+00:00,others,deprecate __version__ attribute,1
153433f612585409f3494a3c44160d888c02612d,David Lord,2023-08-27 16:21:54+00:00,others,Merge remote-tracking branch 'origin/2.3.x',6
65271c105f7c247ecffc9a7121815276e092bd10,pgjones,2023-08-27 09:17:12+00:00,others,Remove print left in by accident,6
a6007373b5c521297e2ec24f820b9c7c32659af8,David Lord,2023-08-21 19:52:54+00:00,others,release version 2.3.3 (#5232),0
3205b53c7cf69d17fee49cac6b84978175b7dd73,David Lord,2023-08-21 17:25:35+00:00,others,release version 2.3.3,0
9f9550247a2798b9dcc28081c15e266442f4e28a,David Lord,2023-08-21 16:39:10+00:00,others,bump werkzeug 2.3.7,0
90967ccb9ab1f757c2637a68ea2e16b8da2605f4,David Lord,2023-08-21 16:42:21+00:00,others,bump werkzeug 2.3.7 (#5231),0
5bb30270d2e68d8d9278ac6f5abf67049acba662,David Lord,2023-08-21 16:39:10+00:00,others,bump werkzeug 2.3.7,0
1d8b53f782570b56296d7682cbbf104b6737e805,David Lord,2023-08-20 16:32:09+00:00,others,Split the App and Blueprint into Sansio and IO parts (#5127),6
bc5dd3894b4b19e07abfe6a23d87d66c02e4061f,pgjones,2023-08-19 18:25:36+00:00,feature,Add a changelog for the sans-io changes,5
318592511c9c7156599fd02e3edf625097ecb434,pgjones,2023-08-15 07:29:57+00:00,feature,Add a brief README to the sansio,1
80cf589a26d792820f135591eb8007bca891bf4f,pgjones,2023-08-14 10:10:15+00:00,others,Correct the error handler typing,0
cc80a47f5be6c60e53c42ef9378e6db3b0e183b1,pgjones,2023-07-16 13:04:23+00:00,others,Widen the response typing,6
3f6b243cec6859185ea4064e84b33c07cc7febf6,pgjones,2023-07-15 22:21:12+00:00,feature,Support async template context processors,5
72c85e80c8ef9e6d5b5644f7bb23cdc175ca3873,pgjones,2023-07-15 16:28:04+00:00,others,Provide an extendable merge blueprint funcs method,5
0ec7f713d679ceed2c605e62ac5d38d579f29fa0,pgjones,2023-06-11 14:03:45+00:00,others,Split the App and Blueprint into Sansio and IO parts,6
a64588f87a2bd7ba557814ec039e3b2af2ce842d,pgjones,2023-06-10 11:42:24+00:00,others,Move file to sansio,5
0e0e8ddcdc2bd572cdecd371bc0f309ac62ee9c4,David Lord,2023-08-16 22:08:52+00:00,others,remove deprecated code (#5223),2
04994df59f2f642e52ba46ca656088bcdb931262,David Lord,2023-08-16 22:00:49+00:00,others,remove deprecated code,2
6a12b191f7058a179237b4b3dfc146e559777d9b,David Lord,2023-08-16 21:41:57+00:00,others,start version 3.0.0,2
9e9acfb3fe5cf33549da1a8324b395e1fb4145b0,David Lord,2023-08-16 21:30:03+00:00,others,Merge branch '2.3.x',2
02736640095ed6d5a4a409a9658eaca373fd1d48,David Lord,2023-08-16 21:29:39+00:00,others,Update dispatch by path example (#5217),2
a887e179b8af6a9c582a7918f9f8499ab58032cc,David Lord,2023-08-16 21:25:53+00:00,others,clean up,2
aa6d4c3e92bd11a7d449f49f524e54bbb88b89c0,pavithra,2023-08-13 12:12:25+00:00,others,update dispatch-by-path example,6
6d49a1e4b74fe4361cc8ab58767effece56c1f0c,David Lord,2023-08-16 20:38:05+00:00,others,Merge branch '2.3.x',2
826514b8eb18f6c314cf566630253d35c89e42c3,David Lord,2023-08-16 20:37:56+00:00,bugfix,fix flake8 bugbear findings,2
c49ce2e1eb8b598e724388bead0943837bab8027,David Lord,2023-08-16 20:37:26+00:00,bugfix,fix flake8 bugbear findings,2
3237fff4b86227a84913d3885b600738bb9479a0,David Lord,2023-08-16 20:35:46+00:00,others,Merge branch '2.3.x',2
6d266f63633f5f127165d4ef836db14a59bbc106,David Lord,2023-08-16 20:35:13+00:00,others,Pass maxsplit via kwarg to re.split (#5215),2
17e146ad949b3d80438faf95e81b53c543cb50f5,hauntsaninja,2023-08-08 09:10:49+00:00,others,Pass maxsplit via kwarg to re.split,1
80ae10f402facf375be30eb62fdaf0d34d57a66d,David Lord,2023-08-16 20:30:18+00:00,others,update dev requirements,2
7d399e80c34df8daff66f45b74fdde0edd58d63c,David Lord,2023-08-16 20:29:25+00:00,others,Merge branch '2.3.x',2
b1385919bea3238d49a6e2cfc8261771775cd6e9,David Lord,2023-08-01 16:59:06+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.7 to 1.8.8 (#5213),1
6a5277d3417b30d6e7f5c93745e8a445dcb02b1c,David Lord,2023-08-01 16:58:55+00:00,others,Bump actions/setup-python from 4.6.1 to 4.7.0 (#5212),1
dcc86ebfce71bf2829bce429134d6424355f159a,dependabot[bot],2023-08-01 16:56:22+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.7 to 1.8.8,1
180ff8853c69240a3d214734da8d78f8d4d6f0bc,dependabot[bot],2023-08-01 16:56:18+00:00,others,Bump actions/setup-python from 4.6.1 to 4.7.0,1
8a72b741616556b4f739ea79ab502c2d2038844a,David Lord,2023-08-01 16:17:47+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5211),1
7255be9626ab56d81bc0ab86db939fcc1da9bca1,pre-commit-ci[bot],2023-08-01 08:45:55+00:00,others,[pre-commit.ci] pre-commit autoupdate,1
f215de030e4bb66205e39c786437b41aa86a5dd6,David Lord,2023-07-04 13:18:22+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5187),1
65bc7636348a9ca32ccafb9f685ab4377e1e446d,pre-commit-ci[bot],2023-07-04 06:36:29+00:00,others,[pre-commit.ci] pre-commit autoupdate,1
a0db8908530769e83f388d6b61438a6a2ee0bded,David Lord,2023-07-03 12:58:14+00:00,others,Update install.rst with required description (#5182),0
11da927fd993c941618a67b443cc0649402f4de0,Pamela Fox,2023-07-01 14:09:51+00:00,others,Update install.rst with required description,5
cb825687a592709f902f3d320d93987a0546fd28,David Lord,2023-07-01 16:24:20+00:00,others,Bump actions/checkout from 3.5.2 to 3.5.3 (#5186),5
51bf0fdd9018d63b7bc09db52a66b726c2c4bad8,David Lord,2023-07-01 16:24:11+00:00,others,Bump slsa-framework/slsa-github-generator from 1.6.0 to 1.7.0 (#5185),5
0da5788efbda92b6b6239352c2b9a835efe0888f,David Lord,2023-07-01 16:23:57+00:00,others,Bump dessant/lock-threads from 4.0.0 to 4.0.1 (#5184),5
326484a8d107c3af490d7d294c17832afabae785,David Lord,2023-07-01 16:23:35+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.6 to 1.8.7 (#5183),5
1ce4d95de92fdd9423c295bf9b63117817fab3bf,dependabot[bot],2023-07-01 16:16:28+00:00,others,Bump actions/checkout from 3.5.2 to 3.5.3,5
1fb188636e6a21e9c1fefdf4dd8c671dd3f332d6,dependabot[bot],2023-07-01 16:16:25+00:00,others,Bump slsa-framework/slsa-github-generator from 1.6.0 to 1.7.0,5
f62580b947e3be4d8b5ef5fa486d1472884aacd5,dependabot[bot],2023-07-01 16:16:22+00:00,others,Bump dessant/lock-threads from 4.0.0 to 4.0.1,5
47a89da558e240148ced28ddcc4e709a4be4955a,dependabot[bot],2023-07-01 16:16:19+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.6 to 1.8.7,5
09789f2a34633be446f7fa04955e55a373b36302,David Lord,2023-06-30 00:28:25+00:00,bugfix,fix typo in errorhandling doc (#5180),4
aea13d5a100b03758fecb88a34daeab4f8aa8426,ToolMoney,2023-06-30 00:20:35+00:00,bugfix,fix typo in errorhandling doc,4
15a0d4afd481a7f8f7dcf3b45da7175ed14226c5,David Lord,2023-06-27 21:18:56+00:00,others,Merge branch '2.3.x',1
f39c71609e9372bec8beb01c5aea3957ec2d1a9b,David Lord,2023-06-27 21:18:18+00:00,others,remove manifest.in,1
3c85ec953f15fe3be339a136181fa1483320f65a,David Lord,2023-06-27 21:17:46+00:00,others,use flit_core as build backend (#5177),1
6b9acd565cded9c805760037b69754c11749c830,David Lord,2023-06-27 21:11:18+00:00,docs,switch docs to flit,1
46b328854a1ec1e892da02f523b2ed0745fe69e2,David Lord,2023-06-27 21:03:41+00:00,others,switch examples to flit,1
f38f3a745ab2f90084f495403ed28d4fc27e4b50,David Lord,2023-06-27 21:03:25+00:00,others,switch to flit build backend,1
b1bdd9756478f178680fa119514a58b4b48efc38,David Lord,2023-06-27 15:30:43+00:00,others,Merge branch '2.3.x',1
d67c47b81f4cbfda79f108a8ee4a183855127efb,David Lord,2023-06-27 15:29:41+00:00,others,simplify tox config,1
7bfbcfab8725a5e469acf2b84f6061d6afb2f649,David Lord,2023-06-27 14:42:06+00:00,others,Merge branch '2.3.x',1
8933d7544395aeaa91c66d9f26d10b4fe2e92d7b,David Lord,2023-06-27 14:41:15+00:00,others,update pypy test version,1
cc55d7b3cfb816575beef1011693f5cae6c2d3b5,David Lord,2023-06-27 14:11:37+00:00,others,Merge branch '2.3.x',1
aca7d5637d0c1c95b961e3396039869c6e981e23,David Lord,2023-06-27 14:11:22+00:00,others,update dependencies,1
ec2b2394dccb02dac919b024608e9980f16459f6,David Lord,2023-06-21 16:32:37+00:00,others,update import of declarative_base from SQLAlchemy (#5171),2
